site_number,file,line,call_signature,verdict,auth_method,evidence_quote,severity,verified_at,verified_by
180,server/src/routes/acos.ts,204,router.get('/vr/sessions/:sessionId/chat'; asyncHandler(acosController.getVRChatHistory));,UNCLASSIFIED,,,UNCLASSIFIED,,
181,server/src/routes/acos.ts,205,router.post('/vr/sessions/:sessionId/voice-chat/toggle'; asyncHandler(acosController.toggleVRVoiceChat));,UNCLASSIFIED,,,UNCLASSIFIED,,
182,server/src/routes/acos.ts,206,router.post('/vr/sessions/:sessionId/participants/:userId/mute'; asyncHandler(acosController.muteVRParticipant));,UNCLASSIFIED,,,UNCLASSIFIED,,
183,server/src/routes/acos.ts,207,router.post('/vr/sessions/:sessionId/pointer'; asyncHandler(acosController.updateVRPointer));,UNCLASSIFIED,,,UNCLASSIFIED,,
184,server/src/routes/acos.ts,208,router.post('/vr/sessions/:sessionId/screen-sharing/enable'; asyncHandler(acosController.enableVRScreenSharing));,UNCLASSIFIED,,,UNCLASSIFIED,,
185,server/src/routes/acos.ts,209,router.post('/vr/sessions/:sessionId/screen-sharing/disable'; asyncHandler(acosController.disableVRScreenSharing));,UNCLASSIFIED,,,UNCLASSIFIED,,
186,server/src/routes/acos.ts,210,router.post('/vr/sessions/:sessionId/follow/:targetUserId'; asyncHandler(acosController.enableVRFollowMode));,UNCLASSIFIED,,,UNCLASSIFIED,,
187,server/src/routes/acos.ts,211,router.post('/vr/sessions/:sessionId/follow/disable'; asyncHandler(acosController.disableVRFollowMode));,UNCLASSIFIED,,,UNCLASSIFIED,,
188,server/src/routes/acos.ts,212,router.post('/vr/sessions/:sessionId/presenter-mode'; asyncHandler(acosController.enableVRPresenterMode));,UNCLASSIFIED,,,UNCLASSIFIED,,
189,server/src/routes/acos.ts,213,router.post('/vr/sessions/:sessionId/environment/update'; asyncHandler(acosController.updateVREnvironment));,UNCLASSIFIED,,,UNCLASSIFIED,,
190,server/src/routes/acos.ts,214,router.post('/vr/sessions/:sessionId/environment/theme'; asyncHandler(acosController.setVREnvironmentTheme));,UNCLASSIFIED,,,UNCLASSIFIED,,
191,server/src/routes/acos.ts,215,router.post('/vr/training/scenarios'; authorize('admin'); validateBody(createVRTrainingScenarioSchema); asyncHandler(acosController.createVRTrainingScenario));,UNCLASSIFIED,,,UNCLASSIFIED,,
192,server/src/routes/acos.ts,216,router.post('/vr/training/scenarios/:scenarioId/start'; asyncHandler(acosController.startVRTraining));,UNCLASSIFIED,,,UNCLASSIFIED,,
193,server/src/routes/acos.ts,217,router.post('/vr/training/sessions/:sessionId/progress'; asyncHandler(acosController.trackVRTrainingProgress));,UNCLASSIFIED,,,UNCLASSIFIED,,
194,server/src/routes/acos.ts,218,router.get('/vr/training/sessions/:sessionId/evaluate'; asyncHandler(acosController.evaluateVRTraining));,UNCLASSIFIED,,,UNCLASSIFIED,,
195,server/src/routes/acos.ts,219,router.post('/vr/training/sessions/:sessionId/complete'; asyncHandler(acosController.completeVRTraining));,UNCLASSIFIED,,,UNCLASSIFIED,,
196,server/src/routes/acos.ts,220,router.get('/vr/training/history'; asyncHandler(acosController.getVRTrainingHistory));,UNCLASSIFIED,,,UNCLASSIFIED,,
197,server/src/routes/acos.ts,223,router.post('/jit/request'; ...requireVisionaryFeature('acosJitCompliance'); authorize('admin'; 'editor'); validateBody(requestJITAccessSchema); asyncHandler(acosController.requestJITAccess));,UNCLASSIFIED,,,UNCLASSIFIED,,
198,server/src/routes/acos.ts,224,router.get('/jit/sessions'; asyncHandler(acosController.getJITAccessSessions));,UNCLASSIFIED,,,UNCLASSIFIED,,
199,server/src/routes/acos.ts,225,router.post('/jit/sessions/:sessionId/revoke'; authorize('admin'); asyncHandler(acosController.revokeJITSession));,UNCLASSIFIED,,,UNCLASSIFIED,,
200,server/src/routes/acos.ts,226,router.post('/jit/requests/:requestId/cancel'; asyncHandler(acosController.cancelJITAccessRequest));,UNCLASSIFIED,,,UNCLASSIFIED,,
201,server/src/routes/acos.ts,229,router.get('/jit/requests/pending'; authorize('admin'); asyncHandler(acosController.getPendingJITAccessRequests));,UNCLASSIFIED,,,UNCLASSIFIED,,
202,server/src/routes/acos.ts,230,router.get('/jit/requests'; authorize('admin'); asyncHandler(acosController.getAllJITAccessRequests));,UNCLASSIFIED,,,UNCLASSIFIED,,
203,server/src/routes/acos.ts,231,router.post('/jit/requests/:requestId/approve'; authorize('admin'); asyncHandler(acosController.approveJITAccessRequest));,UNCLASSIFIED,,,UNCLASSIFIED,,
204,server/src/routes/acos.ts,232,router.post('/jit/requests/:requestId/deny'; authorize('admin'); asyncHandler(acosController.denyJITAccessRequest));,UNCLASSIFIED,,,UNCLASSIFIED,,
205,server/src/routes/acos.ts,235,router.post('/swarm-tasks/agents'; authorize('admin'); validateBody(registerSwarmAgentSchema); asyncHandler(acosController.registerSwarmAgent));,UNCLASSIFIED,,,UNCLASSIFIED,,
206,server/src/routes/acos.ts,236,router.get('/swarm-tasks/agents'; asyncHandler(acosController.getSwarmAgents));,UNCLASSIFIED,,,UNCLASSIFIED,,
207,server/src/routes/acos.ts,237,router.get('/swarm-tasks/agents/:agentId'; asyncHandler(acosController.getSwarmAgentById));,UNCLASSIFIED,,,UNCLASSIFIED,,
208,server/src/routes/acos.ts,238,router.put('/swarm-tasks/agents/:agentId/status'; authorize('admin'); validateBody(updateSwarmAgentStatusSchema); asyncHandler(acosController.updateSwarmAgentStatus));,UNCLASSIFIED,,,UNCLASSIFIED,,
209,server/src/routes/acos.ts,239,router.post('/swarm-tasks/agents/:agentId/deactivate'; authorize('admin'); asyncHandler(acosController.deactivateSwarmAgent));,UNCLASSIFIED,,,UNCLASSIFIED,,
210,server/src/routes/acos.ts,240,router.post('/swarm-tasks/agents/:agentId/reactivate'; authorize('admin'); asyncHandler(acosController.reactivateSwarmAgent));,UNCLASSIFIED,,,UNCLASSIFIED,,
211,server/src/routes/acos.ts,241,router.get('/swarm-tasks/agents/:agentId/workload'; asyncHandler(acosController.getSwarmAgentWorkload));,UNCLASSIFIED,,,UNCLASSIFIED,,
212,server/src/routes/acos.ts,242,router.post('/swarm-tasks'; authorize('admin'; 'editor'); validateBody(submitSwarmTaskSchema); asyncHandler(acosController.submitSwarmTask));,UNCLASSIFIED,,,UNCLASSIFIED,,
213,server/src/routes/acos.ts,243,router.post('/swarm-tasks/bulk'; authorize('admin'; 'editor'); validateBody(bulkSubmitSwarmTasksSchema); asyncHandler(acosController.bulkSubmitSwarmTasks));,UNCLASSIFIED,,,UNCLASSIFIED,,
214,server/src/routes/acos.ts,244,router.get('/swarm-tasks'; asyncHandler(acosController.getAllSwarmTasks));,UNCLASSIFIED,,,UNCLASSIFIED,,
215,server/src/routes/acos.ts,245,router.get('/swarm-tasks/active'; asyncHandler(acosController.getActiveSwarmTasks));,UNCLASSIFIED,,,UNCLASSIFIED,,
216,server/src/routes/acos.ts,246,router.get('/swarm-tasks/:taskId'; asyncHandler(acosController.getSwarmTaskStatus));,UNCLASSIFIED,,,UNCLASSIFIED,,
217,server/src/routes/acos.ts,247,router.post('/swarm-tasks/:taskId/cancel'; authorize('admin'); asyncHandler(acosController.cancelSwarmTask));,UNCLASSIFIED,,,UNCLASSIFIED,,
218,server/src/routes/acos.ts,248,router.post('/swarm-tasks/:taskId/agents/:agentId/progress'; asyncHandler(acosController.reportSwarmTaskProgress));,UNCLASSIFIED,,,UNCLASSIFIED,,
219,server/src/routes/acos.ts,249,router.post('/swarm-tasks/:taskId/agents/:agentId/complete'; asyncHandler(acosController.completeSwarmTask));,UNCLASSIFIED,,,UNCLASSIFIED,,
220,server/src/routes/acos.ts,250,router.get('/swarm-tasks/metrics'; asyncHandler(acosController.getSwarmMetrics));,UNCLASSIFIED,,,UNCLASSIFIED,,
221,server/src/routes/acos.ts,251,router.get('/swarm-tasks/metrics/history'; asyncHandler(acosController.getSwarmHistoricalMetrics));,UNCLASSIFIED,,,UNCLASSIFIED,,
222,server/src/routes/acos.ts,252,router.get('/swarm-tasks/metrics/alerts'; asyncHandler(acosController.getSwarmMetricAlerts));,UNCLASSIFIED,,,UNCLASSIFIED,,
223,server/src/routes/acos.ts,253,router.post('/swarm-tasks/metrics/alerts/:alertId/resolve'; authorize('admin'); asyncHandler(acosController.resolveSwarmMetricAlert));,UNCLASSIFIED,,,UNCLASSIFIED,,
224,server/src/routes/acos.ts,254,router.get('/swarm-tasks/metrics/export'; asyncHandler(acosController.exportSwarmMetrics));,UNCLASSIFIED,,,UNCLASSIFIED,,
225,server/src/routes/acos.ts,255,router.get('/swarm-tasks/dashboard'; asyncHandler(acosController.getSwarmDashboard));,UNCLASSIFIED,,,UNCLASSIFIED,,
226,server/src/routes/acos.ts,258,router.get('/swarm/federation-status'; asyncHandler(acosController.getFederationStatus));,UNCLASSIFIED,,,UNCLASSIFIED,,
227,server/src/routes/acos.ts,259,router.post('/swarm/participate'; authorize('admin'); asyncHandler(acosController.participateInSwarm));,UNCLASSIFIED,,,UNCLASSIFIED,,
228,server/src/routes/acos.ts,262,router.get('/rif/changes'; asyncHandler(acosController.getRegulatoryChanges));,UNCLASSIFIED,,,UNCLASSIFIED,,
229,server/src/routes/acos.ts,263,router.post('/rif/monitor-feeds'; authorize('admin'); asyncHandler(acosController.monitorRegulatoryFeeds));,UNCLASSIFIED,,,UNCLASSIFIED,,
230,server/src/routes/acos.ts,266,router.get('/control-loops'; asyncHandler(acosController.getControlLoops));,UNCLASSIFIED,,,UNCLASSIFIED,,
231,server/src/routes/acos.ts,267,router.get('/compliance-debts'; asyncHandler(acosController.getComplianceDebts));,UNCLASSIFIED,,,UNCLASSIFIED,,
232,server/src/routes/acos.ts,268,router.post('/compliance-debts'; authorize('admin'; 'editor'); validateBody(trackComplianceDebtSchema); asyncHandler(acosController.trackComplianceDebt));,UNCLASSIFIED,,,UNCLASSIFIED,,
233,server/src/routes/acos.ts,269,router.post('/compliance-debts/calculate-from-gap'; authorize('admin'; 'editor'); validateBody(calculateDebtFromGapSchema); asyncHandler(acosController.calculateDebtFromGapAnalysis));,UNCLASSIFIED,,,UNCLASSIFIED,,
234,server/src/routes/acos.ts,270,router.post('/compliance-debts/:debtId/resolve'; authorize('admin'; 'editor'); asyncHandler(acosController.resolveComplianceDebt));,UNCLASSIFIED,,,UNCLASSIFIED,,
235,server/src/routes/acos.ts,271,router.get('/compliance-debts/export'; authorize('admin'; 'editor'); asyncHandler(acosController.exportDebtReport));,UNCLASSIFIED,,,UNCLASSIFIED,,
236,server/src/routes/acos.ts,272,router.get('/change-impacts'; asyncHandler(acosController.getChangeImpacts));,UNCLASSIFIED,,,UNCLASSIFIED,,
237,server/src/routes/acos.ts,273,router.post('/change-impacts/forecast'; authorize('admin'; 'editor'); validateBody(forecastChangeImpactSchema); asyncHandler(acosController.forecastChangeImpact));,UNCLASSIFIED,,,UNCLASSIFIED,,
238,server/src/routes/acos.ts,274,router.post('/change-impacts/:impactId/resolve'; authorize('admin'; 'editor'); asyncHandler(acosController.resolveChangeImpact));,UNCLASSIFIED,,,UNCLASSIFIED,,
239,server/src/routes/acos.ts,277,router.post('/neuro-symbolic/hybrid-reasoning'; ...requireVisionaryFeature('acosNeuroSymbolic'); authorize('admin'; 'editor'); validateBody(hybridReasoningSchema); asyncHandler(acosController.performHybridReasoning));,UNCLASSIFIED,,,UNCLASSIFIED,,
240,server/src/routes/acos.ts,278,router.post('/neuro-symbolic/infer-rules'; authorize('admin'; 'editor'); asyncHandler(acosController.inferRulesFromPatterns));,UNCLASSIFIED,,,UNCLASSIFIED,,
241,server/src/routes/acos.ts,279,router.post('/neuro-symbolic/causal-reasoning'; authorize('admin'; 'editor'); asyncHandler(acosController.performCausalReasoning));,UNCLASSIFIED,,,UNCLASSIFIED,,
242,server/src/routes/acos.ts,280,router.post('/neuro-symbolic/explainable-decision'; authorize('admin'; 'editor'); asyncHandler(acosController.generateExplainableDecision));,UNCLASSIFIED,,,UNCLASSIFIED,,
243,server/src/routes/acos.ts,281,router.get('/neuro-symbolic/reasoning-history'; asyncHandler(acosController.getReasoningHistory));,UNCLASSIFIED,,,UNCLASSIFIED,,
244,server/src/routes/acos.ts,282,router.post('/neuro-symbolic/inferences/:inferenceId/validate'; authorize('admin'; 'editor'); asyncHandler(acosController.validateInferredRule));,UNCLASSIFIED,,,UNCLASSIFIED,,
245,server/src/routes/acos.ts,285,router.post('/homomorphic/keys/generate'; ...requireVisionaryFeature('acosHomomorphicEncryption'); authorize('admin'; 'editor'); validateBody(generateHomomorphicKeysSchema); asyncHandler(acosController.generateHomomorphicKeys));,UNCLASSIFIED,,,UNCLASSIFIED,,
246,server/src/routes/acos.ts,286,router.post('/homomorphic/encrypt'; authorize('admin'; 'editor'); validateBody(encryptDataSchema); asyncHandler(acosController.encryptData));,UNCLASSIFIED,,,UNCLASSIFIED,,
247,server/src/routes/acos.ts,287,router.post('/homomorphic/decrypt'; authorize('admin'; 'editor'); validateBody(decryptDataSchema); asyncHandler(acosController.decryptData));,UNCLASSIFIED,,,UNCLASSIFIED,,
248,server/src/routes/acos.ts,288,router.post('/homomorphic/linear-regression'; authorize('admin'; 'editor'); asyncHandler(acosController.performEncryptedLinearRegression));,UNCLASSIFIED,,,UNCLASSIFIED,,
249,server/src/routes/acos.ts,289,router.post('/homomorphic/statistics'; authorize('admin'; 'editor'); asyncHandler(acosController.computeEncryptedStatistics));,UNCLASSIFIED,,,UNCLASSIFIED,,
250,server/src/routes/acos.ts,290,router.post('/homomorphic/neural-network'; authorize('admin'; 'editor'); asyncHandler(acosController.performEncryptedNeuralNetwork));,UNCLASSIFIED,,,UNCLASSIFIED,,
251,server/src/routes/dpo.ts,40,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
252,server/src/routes/dpo.ts,66,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
253,server/src/routes/dpo.ts,116,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
254,server/src/routes/dpo.ts,159,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
255,server/src/routes/dpo.ts,204,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
256,server/src/routes/dpo.ts,232,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
257,server/src/routes/dpo.ts,285,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
258,server/src/routes/dpo.ts,340,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
259,server/src/routes/dpo.ts,382,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
260,server/src/routes/dpo.ts,419,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
261,server/src/routes/dpo.ts,470,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
262,server/src/routes/hipaa.ts,35,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
263,server/src/routes/hipaa.ts,45,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
264,server/src/routes/hipaa.ts,59,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
265,server/src/routes/hipaa.ts,71,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
266,server/src/routes/hipaa.ts,81,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
267,server/src/routes/hipaa.ts,95,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
268,server/src/routes/hipaa.ts,110,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
269,server/src/routes/hipaa.ts,121,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
270,server/src/routes/hipaa.ts,135,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
271,server/src/routes/hipaa.ts,147,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
272,server/src/routes/hipaa.ts,162,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
273,server/src/routes/hipaa.ts,173,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
274,server/src/routes/hipaa.ts,187,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
275,server/src/routes/hipaa.ts,196,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
276,server/src/routes/hipaa.ts,213,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
277,server/src/routes/incidents.ts,37,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
278,server/src/routes/incidents.ts,122,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
279,server/src/routes/incidents.ts,178,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
280,server/src/routes/incidents.ts,207,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
281,server/src/routes/incidents.ts,268,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
282,server/src/routes/incidents.ts,337,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
283,server/src/routes/incidents.ts,384,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
284,server/src/routes/incidents.ts,415,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
285,server/src/routes/incidents.ts,453,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
286,server/src/routes/incidents.ts,492,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
287,server/src/routes/integrations.ts,29,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
288,server/src/routes/integrations.ts,37,router.get('/google/callback'; asyncHandler(integrationsController.callbackGoogle));,UNCLASSIFIED,,,UNCLASSIFIED,,
289,server/src/routes/integrations.ts,40,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
290,server/src/routes/integrations.ts,48,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
291,server/src/routes/integrations.ts,59,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
292,server/src/routes/integrations.ts,66,router.get('/github/callback'; asyncHandler(integrationsController.callbackGitHub));,UNCLASSIFIED,,,UNCLASSIFIED,,
293,server/src/routes/integrations.ts,68,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
294,server/src/routes/integrations.ts,75,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
295,server/src/routes/integrations.ts,86,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
296,server/src/routes/integrations.ts,93,router.get('/slack/callback'; asyncHandler(integrationsController.callbackSlack));,UNCLASSIFIED,,,UNCLASSIFIED,,
297,server/src/routes/integrations.ts,95,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
298,server/src/routes/integrations.ts,102,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
299,server/src/routes/integrations.ts,110,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
300,server/src/routes/integrations.ts,121,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
301,server/src/routes/integrations.ts,128,router.get('/jira/callback'; asyncHandler(integrationsController.callbackJira));,UNCLASSIFIED,,,UNCLASSIFIED,,
302,server/src/routes/integrations.ts,130,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
303,server/src/routes/integrations.ts,137,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
304,server/src/routes/integrations.ts,145,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
305,server/src/routes/integrations.ts,156,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
306,server/src/routes/integrations.ts,164,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
307,server/src/routes/integrations.ts,171,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
308,server/src/routes/integrations.ts,182,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
309,server/src/routes/integrations.ts,190,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
310,server/src/routes/integrations.ts,197,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
311,server/src/routes/integrations.ts,205,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
312,server/src/routes/integrations.ts,213,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
313,server/src/routes/integrations.ts,220,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
314,server/src/routes/integrations.ts,227,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
315,server/src/routes/integrations.ts,234,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
316,server/src/routes/integrations.ts,241,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
317,server/src/routes/integrations.ts,248,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
318,server/src/routes/integrations.ts,255,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
319,server/src/routes/integrations.ts,266,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
320,server/src/routes/integrations.ts,274,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
321,server/src/routes/integrations.ts,283,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
322,server/src/routes/integrations.ts,291,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
323,server/src/routes/integrations.ts,302,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
324,server/src/routes/integrations.ts,309,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
325,server/src/routes/integrations.ts,316,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
326,server/src/routes/integrations.ts,326,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
327,server/src/routes/integrations.ts,334,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
328,server/src/routes/integrations.ts,343,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
329,server/src/routes/maturity.ts,36,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
330,server/src/routes/maturity.ts,66,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
331,server/src/routes/maturity.ts,128,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
332,server/src/routes/maturity.ts,172,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
333,server/src/routes/maturity.ts,201,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
334,server/src/routes/maturity.ts,272,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
335,server/src/routes/controlEffectiveness.ts,42,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
336,server/src/routes/controlEffectiveness.ts,125,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
337,server/src/routes/controlEffectiveness.ts,207,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
338,server/src/routes/controlEffectiveness.ts,285,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
339,server/src/routes/controlEffectiveness.ts,341,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
340,server/src/routes/controlEffectiveness.ts,393,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
341,server/src/routes/demo.ts,31,router.post('/request'; validateBody(submitDemoRequestSchema); asyncHandler(demoController.submitDemoRequest.bind(demoController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
342,server/src/routes/demo.ts,42,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
343,server/src/routes/demo.ts,54,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
344,server/src/routes/demo.ts,66,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
345,server/src/routes/demo.ts,78,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
346,server/src/routes/demo.ts,90,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
347,server/src/routes/demo.ts,103,router.put(,UNCLASSIFIED,,,UNCLASSIFIED,,
348,server/src/routes/demo.ts,116,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
349,server/src/routes/demo.ts,129,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
350,server/src/routes/demo.ts,142,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
351,server/src/routes/controlMappings.ts,12,router.post('/'; authorize('admin'; 'editor'); validateBody(createControlMappingSchema); asyncHandler(controlMappingsController.createMapping.bind(controlMappingsController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
352,server/src/routes/controlMappings.ts,13,router.get('/'; authenticate; asyncHandler(controlMappingsController.listAllMappings.bind(controlMappingsController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
353,server/src/routes/controlMappings.ts,14,router.get('/control/:controlId'; authenticate; asyncHandler(controlMappingsController.getMappings.bind(controlMappingsController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
354,server/src/routes/controlMappings.ts,15,router.patch('/:mappingId'; authorize('admin'; 'editor'); validateBody(updateControlMappingSchema); asyncHandler(controlMappingsController.updateMapping.bind(controlMappingsController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
355,server/src/routes/controlMappings.ts,16,router.delete('/:mappingId'; authorize('admin'; 'editor'); asyncHandler(controlMappingsController.deleteMapping.bind(controlMappingsController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
356,server/src/routes/controlMappings.ts,17,router.get('/export/csv'; authenticate; asyncHandler(controlMappingsController.exportMappings.bind(controlMappingsController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
357,server/src/routes/aiRmf.ts,19,router.post('/systems'; authorize('admin'; 'editor'); validateBody(createAISystemSchema); asyncHandler(aiRmfController.createAISystem.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
358,server/src/routes/aiRmf.ts,20,router.get('/systems'; asyncHandler(aiRmfController.getAISystems.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
359,server/src/routes/aiRmf.ts,21,router.get('/systems/:id'; asyncHandler(aiRmfController.getAISystemById.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
360,server/src/routes/aiRmf.ts,22,router.patch('/systems/:id'; authorize('admin'; 'editor'); validateBody(updateAISystemSchema); asyncHandler(aiRmfController.updateAISystem.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
361,server/src/routes/aiRmf.ts,23,router.delete('/systems/:id'; authorize('admin'); asyncHandler(aiRmfController.deleteAISystem.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
362,server/src/routes/aiRmf.ts,29,router.patch('/systems/:aiSystemId/functions/:functionName'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.updateCoreFunction.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
363,server/src/routes/aiRmf.ts,35,router.patch('/categories/:categoryId'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.updateCategory.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
364,server/src/routes/aiRmf.ts,36,router.patch('/subcategories/:subcategoryId'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.updateSubcategory.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
365,server/src/routes/aiRmf.ts,42,router.patch('/systems/:aiSystemId/trustworthiness/:characteristic'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.updateTrustworthinessCharacteristic.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
366,server/src/routes/aiRmf.ts,48,router.patch('/systems/:aiSystemId/lifecycle/:stage'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.updateLifecycleStage.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
367,server/src/routes/aiRmf.ts,54,router.post('/systems/:aiSystemId/actors'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.addActor.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
368,server/src/routes/aiRmf.ts,55,router.delete('/actors/:actorId'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.removeActor.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
